SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Regione;FullSiteCode;Elevation_flag
279;G053;CORMOR PARADISO;13.1588;45.8797;16;FVG;OD:G053;1
280;G054;SANT'ANDRAT DEL CORMOR;13.162;45.9144;24;FVG;OD:G054;1
281;G100;ZAVATTINA;13.1599;45.8336;9;FVG;OD:G100;1
282;G101;Muzzana del Turgnano ponte SS 14;13.1296;45.8184;7;FVG;OD:G101;1
283;G102;Ponte SS 252 km 13;13.1655;45.9267;31;FVG;OD:G102;1
284;G103;Ponte SS 252 km 14;13.1825;45.9223;27;FVG;OD:G103;1
285;G200;TRICESIMO;13.2139;46.1514;188;FVG;OD:G200;1
286;G201;ADEGLIACCO;13.2287;46.1153;138;FVG;OD:G201;1
287;G202;Feletto Umberto;13.2281;46.0999;133;FVG;OD:G202;1
288;H001;Zellina;13.1725;45.83;6;FVG;OD:H001;1
289;H002;Zellina ponte ferrovia;13.1739;45.8271;6;FVG;OD:H002;1
290;J001;FAUGLIS;13.2648;45.8888;19;FVG;OD:J001;1
291;J002;Chiarisacco;13.2172;45.8385;7;FVG;OD:J002;1
292;J003;SAN GIORGIO DI NOGARO;13.2097;45.839;7;FVG;OD:J003;1
293;J004;San Giorgio di Nogaro cimitero;13.2071;45.8355;7;FVG;OD:J004;1
294;J005;PLANAIS;13.2426;45.7729;2;FVG;OD:J005;1
295;J200;Sevegliano;13.2979;45.8865;19;FVG;OD:J200;1
296;J201;Torviscosa case Savoiano;13.2451;45.8273;6;FVG;OD:J201;1
297;J202;Torviscosa Molino;13.2805;45.8286;5;FVG;OD:J202;1
298;J203;Torviscosa ponte ferrovia;13.2903;45.826;4;FVG;OD:J203;1
299;J204;Tre Ponti;13.3056;45.8268;3;FVG;OD:J204;1
300;J205;Muscoli;13.3322;45.8355;7;FVG;OD:J205;1
301;J206;Muscoli via San Zenone;13.3405;45.8357;8;FVG;OD:J206;1
302;J207;Cervignano floricoltura Vrech;13.3459;45.8239;8;FVG;OD:J207;1
303;J208;CASTIONS DELLE MURE CASALI FABBRICA;13.312;45.8419;6;FVG;OD:J208;1
304;J209;TORVISCOSA;13.2754;45.8188;3;FVG;OD:J209;1
305;J210;Visco;13.3462;45.8927;25;FVG;OD:J210;1
306;J211;BELVAT;13.2951;45.802;3;FVG;OD:J211;1
307;J212;CERVIGNANO;13.3412;45.8163;9;FVG;OD:J212;1
308;J400;RISANO CASE MOSCHIONI;13.2514;45.9847;65;FVG;OD:J400;1
309;J401;GRIS CUCCANA;13.2343;45.9366;38;FVG;OD:J401;1
310;J402;PALMANOVA;13.2997;45.9125;30;FVG;OD:J402;1
311;J403;TRIVIGNANO UDINESE;13.34;45.949;45;FVG;OD:J403;1
312;J404;LAUZACCO;13.2827;45.9784;60;FVG;OD:J404;1
313;J405;IALMICCO SEDE PROTEZIONE CIVILE REGIONALE;13.3331;45.9112;29;FVG;OD:J405;1
314;J406;PAVIA DI UDINE;13.2962;45.992;67;FVG;OD:J406;1
315;K001;AQUILEIA IDROVORA CA' PADOVANO;13.3534;45.7471;2;FVG;OD:K001;1
316;K002;Scodovacca;13.3703;45.8207;8;FVG;OD:K002;1
317;K003;Borgo Modena;13.3811;45.8189;8;FVG;OD:K003;1
318;K005;Case Polzin;13.3637;45.8076;4;FVG;OD:K005;1
319;K006;Malborghetto di Cervignano;13.3652;45.8051;4;FVG;OD:K006;1
320;L001;CA' VIOLA;13.4159;45.7422;2;FVG;OD:L001;1
321;M001;VAL LOVATO;13.0981;45.682;1;FVG;OD:M001;1
322;M002;LIGNANO SABBIADORO;13.1212;45.6865;1;FVG;OD:M002;1
323;M004;VAL PANTANI;13.0755;45.692;1;FVG;OD:M004;1
324;M005;FRAIDA;13.104;45.7371;1;FVG;OD:M005;1
325;M006;LAME DI PRECENICCO;13.0654;45.7148;3;FVG;OD:M006;1
326;M007;MARANO LAGUNARE COLOMBA;13.1906;45.7754;2;FVG;OD:M007;1
327;M050;CA' ANFORA;13.3142;45.7601;2;FVG;OD:M050;1
328;M051;GRADO SEDE G.I.T.;13.3947;45.6765;1;FVG;OD:M051;1
329;M053;GRADO MOLO TORPEDINIERE;13.3835;45.6831;1;FVG;OD:M053;1
330;M054;GRADO VALLE CAVARERA;13.4198;45.6861;1;FVG;OD:M054;1
331;N001;UCCEA;13.4004;46.3065;703;FVG;OD:N001;1
