SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
368;TRIG0;Riva Trigoso;9.42572;44.26439;30;1;OD:TRIG0;NA;7;NA
370;TROR0;Triora;7.76762;43.99229;598;1;OD:TROR0;NA;7;NA
371;TSTC0;Testico;8.02774;44.00538;379;1;OD:TSTC0;NA;7;NA
372;TURAN;Turano;10.15149;44.24682;481;1;OD:TURAN;NA;7;NA
373;TURN0;Turano;10.15149;44.24682;481;1;OD:TURN0;NA;7;NA
374;TVLE0;Tavole;7.90804;43.93014;529;1;OD:TVLE0;NA;7;NA
375;TVNE0;Tavarone;9.54859;44.31274;587;1;OD:TVNE0;NA;7;NA
376;UNIGE;Genova - Universit�;8.92708;44.41561;48;1;OD:UNIGE;NA;7;NA
377;UNIV0;Genova - Universit�;8.92708;44.41561;48;1;OD:UNIV0;NA;7;NA
378;VALB0;Villanova di Albenga;8.14423;44.04597;94;1;OD:VALB0;NA;7;NA
379;VALE0;Vallenzona;9.08556;44.6;807;1;OD:VALE0;NA;7;NA
380;VALI0;Varese Ligure;9.58135;44.38425;441;1;OD:VALI0;NA;7;NA
382;VAPBL;Piana Battolla;9.84883;44.19792;58;1;OD:VAPBL;NA;7;NA
383;VARZ0;Varazze;8.57833;44.38306;344;1;OD:VARZ0;NA;7;NA
384;VATA0;Valle Tane;7.67756;43.98987;1492;1;OD:VATA0;NA;7;NA
385;VENT0;Ventimiglia;7.61211;43.78777;21;1;OD:VENT0;NA;7;NA
388;VFRA0;Villafranca Lunigiana;9.95065;44.2908;162;1;OD:VFRA0;NA;7;NA
390;VICT0;Vicomorasso;8.97849;44.48555;348;1;OD:VICT0;NA;7;NA
391;VIG20;Viganego;9.06338;44.42855;502;1;OD:VIG20;NA;7;NA
392;VIGAN;Viganego;9.06348;44.42846;502;1;OD:VIGAN;NA;7;NA
393;VILFR;Villafranca Lunigiana;9.95065;44.2908;162;1;OD:VILFR;NA;7;NA
395;VLMUR;Valle Murialdo;8.12143;44.30681;594;1;OD:VLMUR;NA;7;NA
396;VPAD0;Padivarma;9.77326;44.19934;103;1;OD:VPAD0;NA;7;NA
397;VRE30;Valleregia;8.94784;44.5196;348;1;OD:VRE30;NA;7;NA
398;VREGI;Valleregia;8.94744;44.52038;348;1;OD:VREGI;NA;7;NA
399;VRLIG;Varese Ligure;9.58135;44.38425;441;1;OD:VRLIG;NA;7;NA
