SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Regione;FullSiteCode;Elevation_flag
347;S3932;VINADIO STURA DI DEMONTE;7.114441;44.30272;1092;Piemonte;OD:S3932;1
348;S3948;RIVOLI LA PEROSA;7.498936;45.079874;370;Piemonte;OD:S3948;1
349;S3949;VIOLA;7.953847;44.286036;963;Piemonte;OD:S3949;1
350;S3950;ROCCAFORTE MONDOVI';7.744098;44.309922;625;Piemonte;OD:S3950;1
351;S3951;TORRE MONDOVI' CORSAGLIA;7.902549;44.358667;508;Piemonte;OD:S3951;1
352;S3952;SUSA DORA RIPARIA VIA MAZZINI;7.047844;45.136829;501;Piemonte;OD:S3952;1
353;S4059;BACENO DEVERO;8.314692;46.262153;656;Piemonte;OD:S4059;1
354;S4060;VERBANIA SAN GIOVANNI;8.577794;45.93954;205;Piemonte;OD:S4060;1
355;S4062;ACCEGLIO COLLET;6.906438;44.520138;2000;Piemonte;OD:S4062;1
356;S4063;COLLE DELL'AGNELLO;6.978655;44.680971;2612;Piemonte;OD:S4063;1
357;S4101;BALME;7.221885;45.302492;1526;Piemonte;OD:S4101;1
358;S4103;CABELLA LIGURE;9.092047;44.673799;509;Piemonte;OD:S4103;1
359;S4105;NOASCA;7.311526;45.454004;1188;Piemonte;OD:S4105;1
360;S4108;LAGO DIETRO LA TORRE;7.164218;45.259039;2450;Piemonte;OD:S4108;1
361;S4109;LAVAGNINA LAGO;8.754707;44.605631;373;Piemonte;OD:S4109;1
362;S4111;MONCALIERI PO;7.679118;45.000751;222;Piemonte;OD:S4111;1
363;S4113;MONTE MESMA;8.440055;45.772961;421;Piemonte;OD:S4113;1
364;S4114;OMEGNA LAGO D'ORTA;8.409065;45.874394;409;Piemonte;OD:S4114;1
365;S4115;PARUZZARO;8.512213;45.74899;310;Piemonte;OD:S4115;1
366;S4117;ROCHEMOLLES;6.76525;45.1309;1978;Piemonte;OD:S4117;1
367;S4119;ROSONE;7.418468;45.433482;909;Piemonte;OD:S4119;1
368;S4121;SEZZADIO;8.567327;44.782664;120;Piemonte;OD:S4121;1
369;S4124;UNCHIO TROBASO;8.531552;45.960349;339;Piemonte;OD:S4124;1
370;S4127;VIU' CENTRALE FUCINE;7.364204;45.230718;821;Piemonte;OD:S4127;1
371;S4145;CEVA;8.016731;44.386256;398;Piemonte;OD:S4145;1
372;S4148;MARENE;7.732008;44.668201;306;Piemonte;OD:S4148;1
373;S4151;PAESANA ERASCA;7.26366;44.682088;679;Piemonte;OD:S4151;1
374;S4193;NOVARA;8.63312;45.441287;152;Piemonte;OD:S4193;1
375;S4194;ASTI;8.190064;44.91766;177;Piemonte;OD:S4194;1
376;S4195;BUTTIGLIERA D'ASTI;7.932839;45.019878;289;Piemonte;OD:S4195;1
377;S4294;TORINO ALENIA;7.61075;45.079651;272;Piemonte;OD:S4294;1
378;S4336;SOUCHERES BASSES CHISONE;6.959043;45.028479;1520;Piemonte;OD:S4336;1
379;S4587;VENARIA LA MANDRIA;7.559233;45.174961;332;Piemonte;OD:S4587;1
380;S4591;CELLIO;8.327002;45.751289;739;Piemonte;OD:S4591;1
381;S4613;LIMONE PANCANI;7.590009;44.160844;1836;Piemonte;OD:S4613;1
382;S4669;GRANGE MARTINA;6.975059;45.157651;1690;Piemonte;OD:S4669;1
383;S4816;TORINO MURAZZI PO;7.708508;45.06825;219;Piemonte;OD:S4816;1
384;S4825;SAN SEBASTIANO PO;7.94314;45.172399;174;Piemonte;OD:S4825;1
385;S4895;MACUGNAGA RIFUGIO ZAMBONI;7.917038;45.951371;2166;Piemonte;OD:S4895;1
386;S4982;CANTOIRA STURA DI VAL GRANDE;7.382824;45.339441;768;Piemonte;OD:S4982;1
387;S4983;MEZZENILE STURA DI LANZO;7.399513;45.297964;642;Piemonte;OD:S4983;1
388;S5166;DRONERO MAIRA;7.333446;44.464025;653;Piemonte;OD:S5166;1
389;S5605;VILLAFRANCA PIEMONTE PO;7.512253;44.77995;251;Piemonte;OD:S5605;1
390;S5615;CRISSOLO PO;7.153631;44.699914;1453;Piemonte;OD:S5615;1
391;S5616;SPINETO ORCO;7.674141;45.386798;388;Piemonte;OD:S5616;1
392;S6159;BRIC CASTELLARO;8.790298;44.642891;348;Piemonte;OD:S6159;1
